image #,Prediction v. GT mSSIM,Input v. GT mSSIM,Prediction v. GT NRMSE,Input v. GT NRMSE
spots_5.tif,0.89787721736961,0.7791049646714858,0.18803050032845103,0.2178935351629571
spots_3.tif,0.9284260304444937,0.9101315221532655,0.20517038866018047,0.23195128839482565
spots_4.tif,0.9290903342124882,0.9108923714607751,0.20551375528745558,0.2320777608220459
