image #,Prediction v. GT mSSIM,Input v. GT mSSIM,Prediction v. GT NRMSE,Input v. GT NRMSE
spots_5.tif,0.9999999999822684,0.6711683686029715,0.00016157886,0.21489768705080348
spots_2.tif,0.9999999999951704,0.8170729323953496,0.00010843047,0.22367471583494278
spots_3.tif,0.9999999999950133,0.8172995473168098,0.00010890494,0.2230595352937766
spots_1.tif,0.9999999999913931,0.6766403934590149,0.00011397961,0.21253648472801312
spots_4.tif,0.9999999999924866,0.8195233110647975,0.00013409306,0.22362832337298738
